ProductID	Name	Description	Barcode	OrderCode	Brand	Size	Qty	MeasuredQty	Value	Discount	ValueIncVAT	ValueExcVAT	TotCost	Margin	MarginPerc
9620292	Horseradish	Horseradish					6		23.7	0	23.7	23.7	15	8.7	0.36709
14709407	Horseradish	Horseradish					136	94.54400kg	935.9856	0	935.9856	935.9856	425.448	510.54	0.54546
28932244	Kaki Loose	Kaki Loose					64		28.8	0	28.8	28.8	19.2	9.6	0.33333
18937411	Kaki Punnet	Kaki Punnet					265		477.25	0	477.25	477.25	335.7	141.55	0.2966
4577795	Kiwi	Kiwi					3244		1394.92	0	1394.92	1394.92	0	1394.92	1
9895350	Kiwi Box (28)	Kiwi Box (28)					2		19.6	0	19.6	19.6	13	6.6	0.33673
7919703	Kiwi punnet	Kiwi punnet					168		317.52	0	317.52	317.52	183	134.52	0.42366
4590124	Kohlrabi	Kohlrabi					571	374.57000kg	1142.4385	0	1142.4385	1142.4385	1082.5073	59.93	0.05246
4590125	Leeks	Leeks					1146	772.16400kg	2185.22412	0	2185.22412	2185.22412	1467.1116	718.11	0.32862
9865755	Lemon box	Lemon box					1		8.5	0	8.5	8.5	5.5	3	0.35294
4577796	Lemons	Lemons					1759		791.55	0	791.55	791.55	703.6	87.95	0.11111
9884794	Lettuce Flat / Greenhouse	Lettuce Flat / Greenhouse	6354437475				108		106.92	0	106.92	106.92	64.8	42.12	0.39394
4590128	Lettuce Iceberg	Lettuce Iceberg					811		918.69	0	918.69	918.69	606.89	311.8	0.3394
14774910	Lettuce Romaine / Kos	Lettuce Romaine					78		131.82	0	131.82	131.82	58.5	73.32	0.55621
9764517	Lime	Lime					258		110.94	0	110.94	110.94	41.28	69.66	0.62791
11103941	Lychee box	Lychee box					24		310	0	310	310	222	88	0.28387
4592062	Lychees	Lychees					303	73.53200kg	662.4236	0	662.4236	662.4236	451.42	211	0.31853
15600527	Mango LARGE	Mango LARGE					1711		2199.09	0	2199.09	2199.09	1449.4	749.69	0.34091
7821220	Marrow	Marrow					84		131.61	0	131.61	131.61	50.8	80.81	0.61401
4580418	Melon Canteloupe	Melon Canteloupe					354		705.36	0	705.36	705.36	465.15	240.21	0.34055
4580415	Melon Galia	Melon Galia					155		274.75	0	274.75	274.75	191.75	83	0.30209
7516789	Melon Honeydew	Melon Honeydew					684		1285.46	0	1285.46	1285.46	886.38	399.08	0.31046
4592058	Milk	Milk					12454		15233.83	0	15233.83	15233.83	13498.81	1735.02	0.11389
20082078	Mini Peppers Loose	Mini Peppers Loose					66	16.64400kg	80.55696	0	80.55696	80.55696	33.288	47.27	0.58679
7919701	Mini peppers packet	Mini peppers packet					64		68.6	0	68.6	68.6	36.8	31.8	0.46356
4590129	Mushroom	Mushroom					1675	738.86400kg	3500.3726	0	3500.3726	3500.3726	2158.8596	1341.51	0.38325
4590182	Mushroom Punnet	Mushroom Punnet					180		178.2	0	178.2	178.2	112.51	65.69	0.36863
7878079	Mushroom Tray (2.27KG)	Mushroom Tray (2.27KG)					124		965.2	0	965.2	965.2	524.4	440.8	0.45669
4580419	Nectarine Loose	Nectarine Loose					551		216.61	0	216.61	216.61	169.29	47.32	0.21846
10170475	Nectarine punnet LARGE	Nectarine punnet LARGE					1134		1817.56	0	1817.56	1817.56	1189.3	628.26	0.34566
10159121	Nectarine punnet SMALL	Nectarine punnet SMALL					580		603	0	603	603	399.2	203.8	0.33798
4590131	Onion Red	Onion Red					745	279.33800kg	370.68686	0	370.68686	370.68686	298.89166	71.8	0.19369
4630987	Onion Sack Regular (20KG)	Onion Sack Regular (20KG)					20		248.5	0	248.5	248.5	168	80.5	0.32394
4630988	Onion Spanish Sack	Onion Spanish Sack					53		906	0	906	906	585	321	0.3543
4590130	Onions	Onions					4391	7021.67300kg	7723.8403	0	7723.8403	7723.8403	1755.41825	5968.42	0.77273
4580428	Orange Large	Orange Large					2121		975.99	0	975.99	975.99	199.5	776.49	0.79559
4580429	Orange Small	Orange Small					4638		1147.84	0	1147.84	1147.84	187.91	959.93	0.83629
4590132	Parsnip	Parsnip					926	362.67400kg	797.8828	0	797.8828	797.8828	641.93298	155.95	0.19545
4580431	Passion Fruit	Passion Fruit					2912		1135.68	0	1135.68	1135.68	0	1135.68	1
4580432	Peach Loose	Peach Loose					75		33.75	0	33.75	33.75	24.75	9	0.26667
4580433	Peach Punnet	Peach Punnet					197		255.83	0	255.83	255.83	153.2	102.63	0.40116
7524325	Peaches Donut Punnet	Peaches Donut Punnet					80		135.2	0	135.2	135.2	88	47.2	0.34911
10404440	Pear conference punnet	Pear punnet					469		886.41	0	886.41	886.41	562.8	323.61	0.36508
11411000	Pear Rosemarie Punnet	Pear Rosemarie Punnet					361		794.2	0	794.2	794.2	577.6	216.6	0.27273
4580434	Pears Conference	Pears Conference					1223	1083.77900kg	2384.3138	0	2384.3138	2384.3138	1614.83071	769.48	0.32273
9620294	Pears Conference Box (12KG)	Pears Conference Box (12KG)					2		44	0	44	44	32	12	0.27273
4590133	Peas in Pod	Peas in Pod					188	66.91400kg	428.2496	0	428.2496	428.2496	281.0388	147.21	0.34375
4590139	Peppers Red	Peppers Red					1871	1156.02400kg	5086.5056	0	5086.5056	5086.5056	2196.4456	2890.06	0.56818
4590141	Peppers Yellow	Peppers Yellow					801	751.10500kg	3304.862	0	3304.862	3304.862	1427.0995	1877.76	0.56818
4580437	Physallis Punnet	Physallis Punnet					116		174	0	174	174	116	58	0.33333
4580438	Pineapple Large	Pineapple Large					488		1080.72	0	1080.72	1080.72	658.4	422.32	0.39078
4580440	Plum Red Loose	Plum Red Loose					920	556.70800kg	1592.18488	0	1592.18488	1592.18488	1274.86132	317.32	0.1993
4580441	Plums Punnet	Plums Punnet					385		684.05	0	684.05	684.05	380.2	303.85	0.44419
4592060	Pomegranate large	Pomegranate large					2076		1698.34	0	1698.34	1698.34	999.29	699.05	0.41161
4592059	Pomello	Pomello					620		1228.7	0	1228.7	1228.7	814.5	414.2	0.3371
4590146	Potato 2kg Bag	Potato 2kg Bag					7845		9980.6	0	9980.6	9980.6	4319.12	5661.48	0.56725
4590143	Potatoes Baby Roast	Potatoes Baby Roast					1367	1974.64400kg	3119.93752	0	3119.93752	3119.93752	1520.47588	1599.46	0.51266
4630985	Potatoes Baby Roast Box (10KG)	Potatoes Baby Roast Box (10KG)					105		1076.4	0	1076.4	1076.4	691.3	385.1	0.35777
4590117	Cress	Cress					1890		567	0	567	567	315.12	251.88	0.44423
9941569	Sharon fruit	Sharon New Season Spanish					237		139.83	0	139.83	139.83	94.8	45.03	0.32203
4580443	Strawberry Punnet	Strawberry Punnet	8453108234				325		539.31	0	539.31	539.31	329.31	210	0.38939
4590168	Sugar Snaps	Sugar Snaps					444		710.4	0	710.4	710.4	577.2	133.2	0.1875
4590152	Swede	Swede					448	457.09800kg	553.08858	0	553.08858	553.08858	205.6941	347.39	0.6281
4590154	Sweet Potato	Sweet Potato					1919	2009.27600kg	4420.4072	0	4420.4072	4420.4072	1808.3484	2612.06	0.59091
4580444	Tangerine Loose	Tangerines / Clems Loose					816	635.76400kg	1455.89956	0	1455.89956	1455.89956	1080.7988	375.1	0.25764
13299261	Tangy Punnet 1kg	Tangy punnet 1kg	6664565245				1619		3285.81	0	3285.81	3285.81	2421.65	864.16	0.263
4590159	Tomato Cherry Punnet	Tomato Cherry Punnet					2942		2848.68	0	2848.68	2848.68	1548.87	1299.81	0.45629
4590157	Tomato Loose/Vine	Tomato Loose/Vine					1342	923.16000kg	2470.1884	0	2470.1884	2470.1884	1240.92408	1229.26	0.49764
10056623	Watermelon large	Watermelon large					582		2659.64	0	2659.64	2659.64	1771.28	888.36	0.33402
	Total:					119201		205124.8096	0	205124.8096	205123.1796	101375.1984	103747.95	67.72626
