ProductID	Name	Description	Barcode	OrderCode	Brand	Size	Qty	MeasuredQty	Value	Discount	ValueIncVAT	ValueExcVAT	TotCost	Margin	MarginPerc
-39108	misc mushroom							11		73.2	0	73.2	73.2	0	73.2	1
-39108	misc mushroom crate							1		7.7	0	7.7	7.7	0	7.7	1
-39108	misc mushroom tray							1		7.7	0	7.7	7.7	0	7.7	1
-39108	misc mushrooms							7		61.6	0	61.6	61.6	0	61.6	1
-39108	misc nectarine							16		34.02	0	34.02	34.02	0	34.02	1
-39108	misc nectarines							9		90.96	0	90.96	90.96	0	90.96	1
-39108	misc nut							1		1	0	1	1	0	1	1
-39108	misc nuts							1		0.2	0	0.2	0.2	0	0.2	1
-39108	misc onion							1		18	0	18	18	0	18	1
-39108	misc onions							26		258.55	0	258.55	258.55	0	258.55	1
-39108	misc oranges							3		10.5	0	10.5	10.5	0	10.5	1
-39108	misc papaya							6		17.5	0	17.5	17.5	0	17.5	1
-39108	misc papays							1		2.5	0	2.5	2.5	0	2.5	1
-39108	misc pars							1		5	0	5	5	0	5	1
-39108	misc passion							2		8	0	8	8	0	8	1
-39108	misc peach							1		0.35	0	0.35	0.35	0	0.35	1
-39108	misc peaches							4		61	0	61	61	0	61	1
-39108	misc pear							9		5.35	0	5.35	5.35	0	5.35	1
-39108	misc pears							20		34.29	0.6519	33.6381	33.6381	0	33.64	1
-39108	misc peas box							1		18	0	18	18	0	18	1
-39108	misc peas in pods							1		16	0	16	16	0	16	1
-39108	misc peeld pots							3		34.38	0	34.38	34.38	0	34.38	1
-39108	misc peeled garlic							4		24	0	24	24	0	24	1
-39108	misc peeled potatoes							1		15.28	0	15.28	15.28	0	15.28	1
-39108	misc peeled pots							7		84.04	0	84.04	84.04	0	84.04	1
-39108	misc peled pots							1		11.92	0	11.92	11.92	0	11.92	1
-39108	misc pepper							4		11.57	0	11.57	11.57	0	11.57	1
-39108	misc peppers							9		40.66	0	40.66	40.66	0	40.66	1
-39108	misc pink lady							2		59.5	0	59.5	59.5	0	59.5	1
-39108	misc pink lady box							3		88	0	88	88	0	88	1
-39108	misc pits							2		5	0	5	5	0	5	1
-39108	misc plum							1		1.2	0	1.2	1.2	0	1.2	1
-39108	misc plum punnet							1		1.8	0	1.8	1.8	0	1.8	1
-39108	misc plums							16		29.89	0	29.89	29.89	0	29.89	1
-39108	misc pmme							1		2	0	2	2	0	2	1
-39108	misc po							1		1	0	1	1	0	1	1
-39108	misc pomegranate box							1		13	0	13	13	0	13	1
-39108	misc pomello							1		0.5	0.0865	0.4135	0.4135	0	0.41	1
-39108	misc pomelo							5		3.98	0	3.98	3.98	0	3.98	1
-39108	misc pomme							39		71.85	0	71.85	71.85	0	71.85	1
-39108	misc pomne							1		1	0	1	1	0	1	1
-39108	misc pop							1		7	0	7	7	0	7	1
-39108	misc potatoes							21		192	0	192	192	0	192	1
-39108	misc potatos							2		21.5	0	21.5	21.5	0	21.5	1
-39108	misc pots							11		27.5	0	27.5	27.5	0	27.5	1
-39108	misc ppeled pots							1		11.46	0	11.46	11.46	0	11.46	1
-39108	misc prickky pear							1		3.49	0	3.49	3.49	0	3.49	1
-39108	misc prickly pear							5		7.69	0	7.69	7.69	0	7.69	1
-39108	misc qvo							1		0.2	0	0.2	0.2	0	0.2	1
-39108	misc radish							2		6.6	0	6.6	6.6	0	6.6	1
-39108	misc redcurrant							1		1.5	0	1.5	1.5	0	1.5	1
-39108	misc redcurrants							4		22.5	0	22.5	22.5	0	22.5	1
-39108	misc redcurrat							1		1.5	0	1.5	1.5	0	1.5	1
-39108	misc rruit							1		1.5	0	1.5	1.5	0	1.5	1
-39108	misc sack carrots							1		9.5	0	9.5	9.5	0	9.5	1
-39108	misc sack loose potatoes							1		13	0	13	13	0	13	1
-39108	misc sack onions							13		203	0	203	203	0	203	1
-39108	misc sack onions pack							1		9	0	9	9	0	9	1
-39108	misc sack ots							1		16.5	0	16.5	16.5	0	16.5	1
-39108	misc sack pitatoes							1		16.5	0	16.5	16.5	0	16.5	1
-39108	misc sack pits							4		57.5	0	57.5	57.5	0	57.5	1
-39108	misc sack pors							1		16.5	0	16.5	16.5	0	16.5	1
-39108	misc sack potatoes							29		464.5	0	464.5	464.5	0	464.5	1
-39108	misc sack potatoes three							1		49.5	0	49.5	49.5	0	49.5	1
-39108	misc sack pots							32		512.5	0	512.5	512.5	0	512.5	1
-39108	misc sack reg onions							4		56	0	56	56	0	56	1
-39108	misc sack regular onions							2		27	0	27	27	0	27	1
-39108	misc sack spanish							5		85.5	0	85.5	85.5	0	85.5	1
-39108	misc sacks potatoes							1		22	0	22	22	0	22	1
-39108	misc sharon							62		99.5	0	99.5	99.5	0	99.5	1
-39108	misc sharon fruit							1		0.6	0	0.6	0.6	0	0.6	1
-39108	misc small oranges							2		28	0	28	28	0	28	1
-39108	misc soft fruit							1		3.78	0	3.78	3.78	0	3.78	1
-39108	misc spanish onions							4		70	0	70	70	0	70	1
-39108	misc squash							42		84.66	0	84.66	84.66	0	84.66	1
-39108	misc star							12		35	0	35	35	0	35	1
-39108	misc starfruir							1		2.5	0	2.5	2.5	0	2.5	1
-39108	misc starfruit							12		20.5	0	20.5	20.5	0	20.5	1
-39108	misc stars							1		2	0	2	2	0	2	1
-39108	misc strawberries							3		11.09	0	11.09	11.09	0	11.09	1
-39108	misc strawberry							39		116.35	0	116.35	116.35	0	116.35	1
-39108	misc straws							20		58.1	0	58.1	58.1	0	58.1	1
-39108	misc swede							3		3	0	3	3	0	3	1
-39108	misc sweet pepper							1		4.5	0	4.5	4.5	0	4.5	1
-39108	misc sweet potato box							1		7.5	0	7.5	7.5	0	7.5	1
-39108	misc sweet potatoe box							1		9	0	9	9	0	9	1
-39108	misc sweet potatoes							3		40.5	0	40.5	40.5	0	40.5	1
-39108	misc sweet pots							4		38	0	38	38	0	38	1
-39108	misc tangerine							1		4.5	0	4.5	4.5	0	4.5	1
-39108	misc tangerine box							1		4.5	0	4.5	4.5	0	4.5	1
-39108	misc tangerines							2		22.5	0	22.5	22.5	0	22.5	1
-39108	misc tangy							2		26.5	0	26.5	26.5	0	26.5	1
-39108	misc tangy box							1		4.5	0	4.5	4.5	0	4.5	1
-39108	misc tomatoes							9		27	0	27	27	0	27	1
-39108	misc toms							6		13.2	0	13.2	13.2	0	13.2	1
-39108	misc trandilla							1		1	0	1	1	0	1	1
-39108	misc trann							1		20	0	20	20	0	20	1
-39108	misc tray mushroom							1		7.7	0	7.7	7.7	0	7.7	1
-39108	misc tray mushrooms							2		15.4	0	15.4	15.4	0	15.4	1
-39108	misc turnip							2		12	0	12	12	0	12	1
-39108	misc turnips							1		9	0	9	9	0	9	1
-39108	misc ucumber							1		4.29	0	4.29	4.29	0	4.29	1
-39108	misc vd							1		0.27	0	0.27	0.27	0	0.27	1
-39108	misc veg							39		388.22	0	388.22	388.22	0	388.22	1
-39108	misc veg pack							1		2.8	0	2.8	2.8	0	2.8	1
-39108	misc vg							2		4.59	0	4.59	4.59	0	4.59	1
-39108	misc water							2		7.2	0	7.2	7.2	0	7.2	1
-39108	misc watermelo							1		5.5	0	5.5	5.5	0	5.5	1
-39108	misc watermelon							50		313.5	0	313.5	313.5	0	313.5	1
-39108	misc watermlon							1		4.5	0	4.5	4.5	0	4.5	1
-39108	misc watwrmelon							1		6	0	6	6	0	6	1
-39108	miscadish							3		7.5	0	7.5	7.5	0	7.5	1
-39108	miscapple							2		22.6	0	22.6	22.6	0	22.6	1
-39108	miscapples							11		134.69	0	134.69	134.69	0	134.69	1
-39108	miscapples packed							1		15	0	15	15	0	15	1
-39108	miscapples pre pak							1		15	0	15	15	0	15	1
-39108	miscapples prepack							1		15	0	15	15	0	15	1
-39108	miscapricot							8		10	0	10	10	0	10	1
-39108	miscapricots							13		25.5	0.4272	25.0728	25.0728	0	25.07	1
-39108	miscaubegine							1		10	0	10	10	0	10	1
-39108	miscaubergine							6		58.5	0	58.5	58.5	0	58.5	1
-39108	miscaubergines							1		10	0	10	10	0	10	1
-39108	miscavo							33		54.6	0	54.6	54.6	0	54.6	1
-39108	miscavocado							32		56.8	0	56.8	56.8	0	56.8	1
-39108	miscavos							1		17	0	17	17	0	17	1
-39108	miscbab roast box							1		14	0	14	14	0	14	1
-39108	miscbaby box							10		142.5	0	142.5	142.5	0	142.5	1
-39108	miscbaby cues							15		25.37	0	25.37	25.37	0	25.37	1
-39108	miscbaby pots							1		14	0	14	14	0	14	1
-39108	miscbaby roast							2		42	0	42	42	0	42	1
-39108	miscbaby roast box							1		14	0	14	14	0	14	1
-39108	miscbaby roasters							1		14	0	14	14	0	14	1
-39108	miscbaby tom							1		0.5	0	0.5	0.5	0	0.5	1
-39108	miscbaby toms							4		2.5	0	2.5	2.5	0	2.5	1
-39108	miscbabypots							3		42.5	0	42.5	42.5	0	42.5	1
-39108	miscbanan							1		0.35	0	0.35	0.35	0	0.35	1
-39108	miscbanana							53		42.68	0	42.68	42.68	0	42.68	1
-39108	miscbananas							5		46.58	0	46.58	46.58	0	46.58	1
-39108	miscbananq							1		0.7	0	0.7	0.7	0	0.7	1
-39108	miscbbaby cues							1		1	0	1	1	0	1	1
-39108	miscbbox cues							1		2	0	2	2	0	2	1
-39108	miscbby pots							1		14	0	14	14	0	14	1
-39108	miscbeetroot							1		3.5	0	3.5	3.5	0	3.5	1
-39108	miscber							1		1.4	0	1.4	1.4	0	1.4	1
-39108	miscberries							50		105.49	0	105.49	105.49	0	105.49	1
-39108	miscberris							1		3.2	0	3.2	3.2	0	3.2	1
-39108	miscberry							8		18.9	0	18.9	18.9	0	18.9	1
-39108	miscblueberry							1		6.99	0	6.99	6.99	0	6.99	1
-39108	miscbox aubergine							1		12	0	12	12	0	12	1
-39108	miscbox butternut							1		11.8	0	11.8	11.8	0	11.8	1
-39108	miscbox cooking							1		26	0	26	26	0	26	1
-39108	miscbox grapefruit							1		24	0	24	24	0	24	1
-39108	miscbox large oranges							1		23	0	23	23	0	23	1
-39108	miscbox oranges							1		3.5	0	3.5	3.5	0	3.5	1
-39108	miscbpepprs							1		4.5	0	4.5	4.5	0	4.5	1
-39108	miscbraeburn							1		22	0	22	22	0	22	1
-39108	miscbsnana							1		1.05	0	1.05	1.05	0	1.05	1
-39108	miscbutrer							1		4	0	4	4	0	4	1
-39108	miscbutter							3		6	0	6	6	0	6	1
-39108	miscbutternur							1		2	0	2	2	0	2	1
-39108	miscbutternut							13		34.4	0	34.4	34.4	0	34.4	1
-39108	miscccarrot box							1		12.5	0	12.5	12.5	0	12.5	1
-39108	miscccues							1		4.29	0	4.29	4.29	0	4.29	1
-39108	miscceleriac							1		9.8	0	9.8	9.8	0	9.8	1
-39108	miscchicory							1		18	0	18	18	0	18	1
-39108	misccitris							1		0.2	0	0.2	0.2	0	0.2	1
-39108	misccmelon							1		6	0	6	6	0	6	1
-39108	misccourgette							1		1.2	0	1.2	1.2	0	1.2	1
-39108	misccourgettes							3		30	0	30	30	0	30	1
-39108	misccsack pots							2		33	0	33	33	0	33	1
-39108	misccucumber							3		9.14	0	9.14	9.14	0	9.14	1
-39108	misccucumbers							2		20	0	20	20	0	20	1
-39108	misccues							8		16.33	0	16.33	16.33	0	16.33	1
-39108	misccurrants							1		1.5	0	1.5	1.5	0	1.5	1
-39108	misccwatermelon							1		16.5	0	16.5	16.5	0	16.5	1
-39108	miscdaes							1		1	0	1	1	0	1	1
-39108	miscdat							1		4.99	0	4.99	4.99	0	4.99	1
-39108	miscdates							99		495.66	0	495.66	495.66	0	495.66	1
-39108	miscdats							2		9.98	0	9.98	9.98	0	9.98	1
-39108	miscdragon fruit							2		48	0	48	48	0	48	1
-39108	misceates							2		5.99	0	5.99	5.99	0	5.99	1
-39108	misceggs							1		1.99	0	1.99	1.99	0	1.99	1
-39108	miscexotic							1		2	0	2	2	0	2	1
-39108	miscfennel							2		13.7	0	13.7	13.7	0	13.7	1
-39108	miscfig							3		1.5	0	1.5	1.5	0	1.5	1
-39108	miscfigs							8		13.5	0	13.5	13.5	0	13.5	1
-39108	miscfruit							15		86.86	0	86.86	86.86	0	86.86	1
-39108	miscfuit							1		1.49	0	1.49	1.49	0	1.49	1
-39108	miscgala							1		22	2.195	19.805	19.805	0	19.81	1
-39108	miscgapes							2		4.5	0	4.5	4.5	0	4.5	1
-39108	miscgaps							1		3	0	3	3	0	3	1
-39108	miscgarlic							11		35.05	0	35.05	35.05	0	35.05	1
-39108	miscgolden							1		22	0	22	22	0	22	1
-39108	miscgolden box							4		88	0	88	88	0	88	1
-39108	miscgrandi							1		2	0	2	2	0	2	1
-39108	miscgrandilla							31		58	0	58	58	0	58	1
-39108	miscgranny box							3		66	0	66	66	0	66	1
-39108	miscgrapefruit							1		24	0	24	24	0	24	1
-39108	miscgrapes							80		351.24	0	351.24	351.24	0	351.24	1
-39108	miscgrqpes							2		4.5	0	4.5	4.5	0	4.5	1
-39108	miscguava							2		8.34	0	8.34	8.34	0	8.34	1
-39108	mischorseradish							11		88.79	0	88.79	88.79	0	88.79	1
-39108	miscjack							5		5	0	5	5	0	5	1
-39108	miscjackfruit							22		25	0	25	25	0	25	1
-39108	miscjfruit							2		2	0	2	2	0	2	1
-39108	misckholrbi							1		18	0	18	18	0	18	1
-39108	misckiwi							7		11.4	0	11.4	11.4	0	11.4	1
-39108	misckumquat							3		3	0	3	3	0	3	1
-39108	misckumquats							8		9	0	9	9	0	9	1
-39108	misclarge oran							1		24	0	24	24	0	24	1
-39108	misclarge oranges							3		92	0	92	92	0	92	1
-39108	miscleeks							2		9.49	0	9.49	9.49	0	9.49	1
-39108	misclemon box							1		10.5	0	10.5	10.5	0	10.5	1
-39108	misclemons							5		55	0	55	55	0	55	1
-39108	misclettuce							1		0.75	0	0.75	0.75	0	0.75	1
-39108	misclych							1		1	0	1	1	0	1	1
-39108	misclychee							16		25	0	25	25	0	25	1
-39108	misclychee box							1		15	0	15	15	0	15	1
-39108	misclychees							18		126.6	0	126.6	126.6	0	126.6	1
-39108	miscmango							67		116.82	0.0571	116.7629	116.7629	0	116.76	1
-39108	miscmeln							15		75.08	0.5988	74.4812	74.4812	0	74.48	1
-39108	miscmelns							2		15.97	0	15.97	15.97	0	15.97	1
-39108	miscmelo							1		3.99	0	3.99	3.99	0	3.99	1
-39108	miscmelon							215		1026.84	2.3418	1024.4982	1024.4982	0	1024.5	1
-39108	miscmelons							15		140.09	0	140.09	140.09	0	140.09	1
-39108	miscmeo							1		3.99	0	3.99	3.99	0	3.99	1
-39108	miscmeoon							2		7.7	0	7.7	7.7	0	7.7	1
-39108	miscmilk							5		30.52	0	30.52	30.52	0	30.52	1
-39108	miscmini cues							3		9.58	0	9.58	9.58	0	9.58	1
-39108	miscmiok							2		7.45	0	7.45	7.45	0	7.45	1
-39108	miscmln							1		4.5	0	4.5	4.5	0	4.5	1
-39108	miscmlon							1		4.99	0	4.99	4.99	0	4.99	1
-39108	miscmok							1		2.98	0	2.98	2.98	0	2.98	1
-39108	miscmqngo							2		2.05	0	2.05	2.05	0	2.05	1
-39108	miscmuhrooms							1		3	0	3	3	0	3	1
-39108	miscmushrom							1		7.5	0	7.5	7.5	0	7.5	1
-39108	miscmushroom							5		38.3	0	38.3	38.3	0	38.3	1
-39108	miscmushroom box							1		15.4	0	15.4	15.4	0	15.4	1
-39108	miscmushroom punnet							1		15.4	0	15.4	15.4	0	15.4	1
-39108	miscmushroom tray							1		23.1	0	23.1	23.1	0	23.1	1
-39108	miscmushrooms							17		174.9	0	174.9	174.9	0	174.9	1
-39108	miscnectarine							2		8.36	0	8.36	8.36	0	8.36	1
-39108	miscnectarines							3		23.8	0	23.8	23.8	0	23.8	1
-39108	miscnmelon							1		6.5	0	6.5	6.5	0	6.5	1
-39108	miscnts							1		1.5	0	1.5	1.5	0	1.5	1
-39108	miscnuts							7		15.5	0	15.5	15.5	0	15.5	1
-39108	miscoanges							2		7	0	7	7	0	7	1
-39108	miscoepers							1		4.99	0	4.99	4.99	0	4.99	1
-39108	miscojions							1		1	0	1	1	0	1	1
-39108	misconins							2		4.5	0	4.5	4.5	0	4.5	1
-39108	misconion							1		0.65	0	0.65	0.65	0	0.65	1
-39108	misconions							53		171.99	0	171.99	171.99	0	171.99	1
-39108	misconns							1		1	0	1	1	0	1	1
-39108	misconons							16		38.5	0	38.5	38.5	0	38.5	1
-39108	miscoranfes							1		3.5	0	3.5	3.5	0	3.5	1
-39108	miscoranges							30		114.2	0	114.2	114.2	0	114.2	1
-39108	miscoychee							1		0.2	0	0.2	0.2	0	0.2	1
-39108	miscpapaya							6		18.69	0	18.69	18.69	0	18.69	1
-39108	miscpapays							1		2.5	0	2.5	2.5	0	2.5	1
-39108	miscparsnip							1		8	0	8	8	0	8	1
-39108	miscpassion							2		3	0	3	3	0	3	1
-39108	miscpassion box							1		16	0	16	16	0	16	1
-39108	miscpassionfruit							1		15	0	15	15	0	15	1
-39108	miscpeach							3		3.15	0	3.15	3.15	0	3.15	1
-39108	miscpeaches							9		37.5	0	37.5	37.5	0	37.5	1
-39108	miscpear							6		3.45	0	3.45	3.45	0	3.45	1
-39108	miscpears							8		61.37	0	61.37	61.37	0	61.37	1
-39108	miscpeeled pots							6		126.22	0	126.22	126.22	0	126.22	1
-39108	miscpepper							3		3.1	0	3.1	3.1	0	3.1	1
-39108	miscpeppers							27		164.14	0	164.14	164.14	0	164.14	1
-39108	miscpepprs							2		9.58	0	9.58	9.58	0	9.58	1
-39108	miscpineapple							5		5.2	0	5.2	5.2	0	5.2	1
-39108	miscpits							1		16.5	0	16.5	16.5	0	16.5	1
-39108	miscplum							1		1.8	0	1.8	1.8	0	1.8	1
-39108	miscplums							4		47	0	47	47	0	47	1
-39108	miscpmme							1		2	0	2	2	0	2	1
-39108	miscpoatoes							1		16.5	0	16.5	16.5	0	16.5	1
-39108	miscpomelo							1		0.5	0	0.5	0.5	0	0.5	1
-39108	miscpomm							1		1.29	0	1.29	1.29	0	1.29	1
-39108	miscpomme							106		187.69	0	187.69	187.69	0	187.69	1
-39108	miscpotatoes							24		331.65	0	331.65	331.65	0	331.65	1
-39108	miscpots							22		143.44	0	143.44	143.44	0	143.44	1
-39108	miscpppers							1		1.5	0	1.5	1.5	0	1.5	1
-39108	miscprepackapples							1		15	0	15	15	0	15	1
-39108	miscquats							1		0.5	0	0.5	0.5	0	0.5	1
-39108	miscradis							1		9	0	9	9	0	9	1
-39108	miscradish							78		269	0	269	269	0	269	1
-39108	miscradish bunch							1		4.5	0	4.5	4.5	0	4.5	1
-39108	miscradish pack							1		1.5	0	1.5	1.5	0	1.5	1
-39108	miscradsh							1		1.5	0	1.5	1.5	0	1.5	1
-39108	miscrdish							2		4.5	0	4.5	4.5	0	4.5	1
-39108	miscrecipe book							2		30	0	30	30	0	30	1
-39108	miscred del							1		22	0	22	22	0	22	1
-39108	miscred pepper							1		21	0	21	21	0	21	1
-39108	miscredcurrant							1		1.5	0	1.5	1.5	0	1.5	1
-39108	miscredcurrants							1		1.2	0	1.2	1.2	0	1.2	1
-39108	miscregular onions							1		12	0	12	12	0	12	1
-39108	miscrhubarb							2		48	0	48	48	0	48	1
-39108	miscromaine							2		5	0	5	5	0	5	1
-39108	miscsack carrots							3		18.5	0	18.5	18.5	0	18.5	1
-39108	miscsack onins							1		10	0	10	10	0	10	1
-39108	miscsack onions							7		90.8	0	90.8	90.8	0	90.8	1
-39108	miscsack pitatoes							1		16.5	0	16.5	16.5	0	16.5	1
-39108	miscsack pits							1		16.5	0	16.5	16.5	0	16.5	1
-39108	miscsack potatoes							19		313.5	0	313.5	313.5	0	313.5	1
-39108	miscsack potatos							1		16.5	0	16.5	16.5	0	16.5	1
-39108	miscsack pots							45		756	0	756	756	0	756	1
-39108	miscsack pts							1		16.5	0	16.5	16.5	0	16.5	1
-39108	miscsack spanish							5		83.5	0	83.5	83.5	0	83.5	1
-39108	miscsack spanish onions							1		16.5	0	16.5	16.5	0	16.5	1
-39108	miscsackpots							2		33	0	33	33	0	33	1
-39108	miscsacks potatoes							1		29	0	29	29	0	29	1
-39108	miscsacks pots							1		33	0	33	33	0	33	1
-39108	miscsharon							9		21.89	0	21.89	21.89	0	21.89	1
-39108	miscsharon fruit							1		1	0	1	1	0	1	1
-39108	miscsmall oranges							2		28	0	28	28	0	28	1
-39108	miscsoft fruit							1		0.35	0	0.35	0.35	0	0.35	1
-39108	miscspanish							1		12.5	0	12.5	12.5	0	12.5	1
-39108	miscspanish onion sack							1		21	0	21	21	0	21	1
-39108	miscspanish onions							2		33	0	33	33	0	33	1
-39108	miscspanish onons							1		21	0	21	21	0	21	1
-39108	miscspanish sack							2		36.5	0	36.5	36.5	0	36.5	1
-39108	miscsquash							2		13.3	0	13.3	13.3	0	13.3	1
-39108	miscstar							4		10	0	10	10	0	10	1
-39108	miscstars							1		3	0	3	3	0	3	1
-39108	miscsteawberry							1		2	0	2	2	0	2	1
-39108	miscstrawberries							2		6.27	0	6.27	6.27	0	6.27	1
-39108	miscstrawberry							13		37.47	0	37.47	37.47	0	37.47	1
-39108	miscstraws							4		7.8	0	7.8	7.8	0	7.8	1
-39108	miscswede							3		2.7	0	2.7	2.7	0	2.7	1
-39108	miscsweet pot box							1		12	0	12	12	0	12	1
-39108	miscsweet potatoe box							1		12	0	12	12	0	12	1
-39108	miscsweet potatoes							2		22.5	0	22.5	22.5	0	22.5	1
-39108	miscsweet pots							10		130	0	130	130	0	130	1
-39108	misctangerine							1		1.5	0	1.5	1.5	0	1.5	1
-39108	misctangerines							28		76.1	0	76.1	76.1	0	76.1	1
-39108	misctangy							8		11.5	0	11.5	11.5	0	11.5	1
-39108	misctomatoe							1		13	0	13	13	0	13	1
-39108	misctomatoe pack							1		0.5	0	0.5	0.5	0	0.5	1
-39108	misctomatoe pick							1		1.5	0	1.5	1.5	0	1.5	1
-39108	misctomatoes							11		20.8	0	20.8	20.8	0	20.8	1
-39108	misctomatos							1		0.6	0	0.6	0.6	0	0.6	1
-39108	misctoms							23		36	0	36	36	0	36	1
-39108	misctqngerine							1		0.2	0	0.2	0.2	0	0.2	1
-39108	misctray mushroom							2		15.2	0	15.2	15.2	0	15.2	1
-39108	misctray mushrooms							1		7.7	0	7.7	7.7	0	7.7	1
-39108	misctray pears							1		3.99	0	3.99	3.99	0	3.99	1
-39108	miscvbsby cues							1		1	0	1	1	0	1	1
-39108	miscvcoconut							1		1	0	1	1	0	1	1
-39108	miscvcourgette box							1		8	0	8	8	0	8	1
-39108	miscvcucumber							2		5.11	0	5.11	5.11	0	5.11	1
-39108	miscvcues							1		4.29	0	4.29	4.29	0	4.29	1
-39108	miscveates							1		5.5	0	5.5	5.5	0	5.5	1
-39108	miscveg							111		922.82	0.24	922.58	922.58	0	922.58	1
-39108	miscvet							1		3.07	0	3.07	3.07	0	3.07	1
-39108	miscvg							2		7.15	0	7.15	7.15	0	7.15	1
-39108	miscvredcurrant							1		1.5	0	1.5	1.5	0	1.5	1
-39108	miscvsack carrots							1		6	0	6	6	0	6	1
-39108	miscvsharon							1		2	0	2	2	0	2	1
-39108	miscwater							1		4.25	0	4.25	4.25	0	4.25	1
-39108	miscwatermelon							12		146.94	0	146.94	146.94	0	146.94	1
-39108	miscwmelon							1		3.99	0	3.99	3.99	0	3.99	1
-39108	missack pots							1		16.5	0	16.5	16.5	0	16.5	1
-39108	missates							1		4.99	0	4.99	4.99	0	4.99	1
4590129	Mushroom	Mushroom						762	297.60800kg	1363.04464	3.5825	1359.46214	1359.46214	714.2592	645.2	0.4746
	mushroom box							1		7.7	0	7.7	7.7	0	7.7	1
46578422	Mushroom Punnet	Mushroom Punnet						3186		3910.48	8.7992	3901.6808	3901.6808	0	3901.68	1
50207606	Nashi Pear	Nashi Pear						35		42	0	42	42	42	0	0
-39108	nectaine bbox x 2							1		6	0	6	6	0	6	1
-39108	nectarine							13		28.35	0	28.35	28.35	0	28.35	1
49372420	Nectarine Loose	Nectarine Loose						1836		781.5	3.6921	777.8079	777.8079	0	777.81	1
46073190	Nectarine Punnet	Nectarine Punnet						1788		4291.2	16.4306	4274.7694	4274.7694	2503.2	1771.57	0.41442
48855798	Nectarine Punnet 1kg LARGE	Nectarine Punnet 1kg LARGE						706		2110.94	44.188	2066.752	2066.752	988.4	1078.35	0.52176
-39108	nectarines							10		20.79	0	20.79	20.79	0	20.79	1
	Old account second							1		57.14	0	57.14	57.14	0	57.14	1
	onion							1		11	0	11	11	0	11	1
-39108	onion							1		22	0	22	22	0	22	1
51402838	Onion Bag	Onion Bag						7		3.5	0.1	3.4	3.4	7	-3.6	-1.05882
51130612	Onion Box	Onion Box						2		13.98	0	13.98	13.98	0	13.98	1
4590131	Onion Red	Onion Red						841	326.13000kg	652.26	5.833	646.427	646.427	348.9591	297.47	0.46017
	onion sack							1		13	0	13	13	0	13	1
-39108	onion sack spanish							1		15	0	15	15	0	15	1
4590130	Onions	Onions						4533	5944.71100kg	7750.6003	21.423	7729.1773	7729.1773	5944.711	1784.47	0.23087
45126940	Onions SPANISH	Onions SPANISH						1355	2588.53800kg	4221.1563	5.7142	4215.4421	4215.4421	3235.6725	979.77	0.23242
48018074	Open punnet Grapes	Open punnet Grapes						470		639.4	1.5476	637.8524	637.8524	0	637.85	1
-39108	orange box							1		3.5	0	3.5	3.5	0	3.5	1
4580428	Orange Large	Orange Large						2303		1581.59	4.9663	1576.6237	1576.6237	660.20101	916.42	0.58126
4580429	Orange Small	Orange Small						3293		954.97	16.0638	938.9062	938.9062	922.04	16.87	0.01796
	Orde							1		15.87	0	15.87	15.87	0	15.87	1
-39108	order 19/05							1		16.19	0	16.19	16.19	0	16.19	1
47744198	Papaya	Papaya						38		113.62	0.5989	113.0211	113.0211	0	113.02	1
4590132	Parsnip	Parsnip						1081	370.51600kg	1030.8544	6.1318	1024.7226	1024.7226	655.81332	368.91	0.36001
-39108	part sack onion							1		5	0	5	5	0	5	1
	passion fruit							2		4	0.2001	3.7999	3.7999	0	3.8	1
4580431	Passion Fruit	Passion Fruit						243		94.77	0.1563	94.6137	94.6137	109.35	-14.74	-0.15575
46682933	Passion Fruit 3 for £1	Passion Fruit 3 for £1						2414		2414	14.17	2399.83	2399.83	0	2399.83	1
-39108	passionfruit							1		3	0	3	3	0	3	1
4580433	Peach Punnet	Peach Punnet						10		24	0	24	24	10	14	0.58333
-39108	peaches							1		18	0	18	18	0	18	1
46128918	Peaches Loose box (28)	Peaches Loose box (28)						1		0	0	0	0	0	0	0
-39108	pear chinese							1		1	0	1	1	0	1	1
46627206	Pear Conference Punnet	Pear Conference Punnet						360		1024.64	4.8984	1019.7416	1019.7416	576	443.74	0.43515
-39108	pears							1		10	0	10	10	0	10	1
4580434	Pears Conference	Pears Conference						1435	1273.62800kg	3808.14772	26.0467	3782.10102	3782.10102	1642.98012	2139.12	0.56559
48138712	Peas in the pod	Peas on the pod						457	151.07800kg	1057.546	0	1057.546	1057.546	0	1057.55	1
-39108	peeled garlic							4		30	0	30	30	0	30	1
-39108	peeled pot 5 kg							1		9.55	0	9.55	9.55	0	9.55	1
7516871	Peeled Potato Regular 10KG	Peeled Potato Regular 10KG						9		171.9	0	171.9	171.9	108	63.9	0.37173
-39108	peppers							2		9	0	9	9	0	9	1
46085511	Peppers Mixed Pack	Peppers Mixed Pack						536		1281.04	7.1711	1273.8689	1273.8689	428.8	845.07	0.66339
4590139	Peppers Red	Peppers Red						3143	1909.37200kg	7192.67648	27.3879	7165.28858	7165.28858	1527.4976	5637.79	0.78682
4590141	Peppers Yellow	Peppers Yellow						529	239.95600kg	908.87524	4.2233	904.65194	904.65194	307.14368	597.51	0.66049
4580437	Physallis Punnet	Physallis Punnet						242		408.98	1.6908	407.2892	407.2892	242	165.29	0.40583
